COURSE_ID                ROW_STATUS    
 200920.MUSI210.04        2             
 200920.MUSI225.01        2             
 200920.MUSI225.02        0             
 200920.MUSI242.01        0             
 200920.MUSI260.01        0             
 200920.MUSI260.02        0             
 200920.MUSI260.03        2             
 200920.MUSI267.01        0             
 200920.MUSI267.02        0             
 200920.MUSI271.01        0             
 200920.MUSI273.01        0             
 200920.MUSI275.01        0             
 200920.MUSI277.01        0             
 200920.MUSI277.02        0             
 200920.MUSI279.01        0             
 200920.MUSI292.01        0             
 200920.MUSI342.01        0             
 200920.MUSI352.01        0             
 200920.MUSI354.01        0             
 200920.MUSI367.01        0             
 200920.MUSI367.02        0             
 200920.MUSI371.01        0             
 200920.MUSI373.01        0             
 200920.MUSI375.01        0             
 200920.MUSI377.01        0             
 200920.MUSI377.02        0             
 200920.MUSI379.01        0             
 200920.MUSI394.01        0             
 200920.MUSI396.01        0             
 200920.MUSI462.01        0             
 200920.MUSI467.01        0             
